,Unnamed: 0,Date,temp,pH,Ox,Dao,Zhuodu,Yandu,Andan,Zonglin,Zongdan
929,929.0,45397.0,17.8,8.35,11.96,643.6,16.0,4.11,0.025,0.048,4.94
930,930.0,45397.0,19.2,8.49,16.92,820.3,24.5,1.86,0.025,0.039,7.1
931,931.0,45397.0,14.7,8.23,16.3,683.9,2.2,1.18,0.025,0.005,6.28
932,932.0,45397.0,19.1,8.95,16.31,657.1,4.2,3.33,0.038,0.034,4.57
933,933.0,45397.0,19.4,8.4,12.01,711.4,9.7,2.12,0.025,0.032,3.62
934,934.0,45397.0,17.4,8.56,11.43,554.3,8.2,2.64,0.025,0.026,6.58
935,935.0,45397.0,17.1,9.01,12.2,2880.7,24.8,5.98,0.025,0.058,0.93
937,937.0,45397.0,15.8,8.18,8.54,28900.4,25.4,3.64,2.107,0.029,3.42
938,938.0,45397.0,16.6,8.41,10.0,2034.4,44.4,5.11,0.05,0.056,0.8
939,939.0,45397.0,15.7,8.76,13.28,2442.1,23.4,3.77,0.025,0.042,2.66
940,940.0,45397.0,18.3,9.37,24.44,1053.9,7.7,5.14,0.047,0.028,0.81
941,941.0,45397.0,18.2,8.56,13.97,1048.5,5.5,5.12,0.03,0.072,6.54
942,942.0,45397.0,17.4,8.41,12.04,973.3,4.6,4.33,0.076,0.08,6.66
943,943.0,45397.0,19.3,7.92,9.54,991.2,12.0,3.25,0.178,0.033,2.18
944,944.0,45397.0,17.3,8.89,18.97,874.9,6.8,4.06,0.033,0.052,5.33
945,945.0,45397.0,18.4,8.79,22.52,979.3,1.7,1.17,0.063,0.061,3.21
946,946.0,45397.0,19.8,9.28,21.63,1226.8,9.5,5.1,0.025,0.054,2.51
947,947.0,45397.0,20.0,8.65,8.12,1398.7,32.6,4.96,0.025,0.026,0.84
948,948.0,45397.0,18.8,9.13,9.73,303.4,4.2,1.67,0.025,0.009,1.51
949,949.0,45397.0,18.7,7.99,9.78,832.8,7.4,3.99,0.028,0.037,3.4
950,950.0,45397.0,18.7,8.3,10.62,646.9,2.4,3.82,0.025,0.026,2.9
951,951.0,45397.0,17.5,8.33,10.92,1058.0,2.6,4.08,0.078,0.017,0.61
952,952.0,45397.0,17.3,8.63,11.81,944.8,5.4,3.62,0.025,0.019,0.76
953,953.0,45397.0,18.6,8.03,9.96,812.1,1.2,3.68,0.025,0.019,1.85
954,954.0,45397.0,20.2,8.4,23.84,1269.2,26.5,3.87,0.141,0.09,5.4
955,955.0,45397.0,11.3,8.49,11.79,812.4,8.0,1.62,0.025,0.005,2.63
956,956.0,45397.0,18.3,8.85,19.76,1023.5,28.4,5.19,0.025,0.115,5.97
957,957.0,45397.0,16.3,8.45,13.06,579.6,33.8,1.79,0.141,0.136,6.98
958,958.0,45397.0,12.4,8.54,9.49,1198.1,8.7,3.54,0.218,0.032,2.56
959,959.0,45397.0,19.9,8.49,10.4,789.5,179.6,2.15,0.025,0.141,6.94
960,960.0,45397.0,22.8,8.47,18.35,1156.9,15.8,4.29,0.025,0.062,0.94
961,961.0,45397.0,18.9,8.24,16.34,1939.9,22.8,4.64,0.025,0.075,0.91
962,962.0,45397.0,20.3,8.12,10.76,532.2,35.1,2.57,0.025,0.031,3.95
963,963.0,45397.0,21.1,8.04,13.71,2338.4,4.6,4.02,0.096,0.079,4.64
964,964.0,45397.0,18.8,8.3,9.12,681.1,16.2,1.9,0.025,0.025,4.13
965,965.0,45397.0,15.4,8.3,15.05,838.6,38.5,3.54,0.025,0.031,3.01
966,966.0,45397.0,10.7,7.92,10.92,697.0,2.7,2.54,0.126,0.019,0.95
967,967.0,45397.0,18.5,8.18,11.12,1036.0,20.4,8.84,0.104,0.154,6.48
968,968.0,45397.0,13.9,8.1,10.43,516.4,3.2,2.26,0.025,0.011,0.81
969,969.0,45397.0,17.8,8.34,10.48,628.5,39.1,3.24,0.025,0.079,2.23
970,970.0,45397.0,19.1,8.29,9.06,814.8,5.8,1.5,0.025,0.019,3.65
971,971.0,45397.0,11.9,8.55,11.43,560.7,5.2,1.21,0.025,0.006,2.74
972,972.0,45397.0,20.1,8.64,12.45,648.8,43.5,4.81,0.025,0.086,3.54
974,974.0,45397.0,19.3,8.1,9.83,580.3,25.3,0.71,0.025,0.028,3.9
976,976.0,45397.0,20.8,8.18,7.99,7.3,0.6,8.04,0.025,0.128,5.25
977,977.0,45397.0,19.4,8.4,13.01,727.2,33.5,5.41,0.025,0.04,1.83
978,978.0,45397.0,21.4,8.26,10.19,904.9,47.0,1.55,0.025,0.03,1.91
979,979.0,45397.0,20.1,8.24,8.7,2723.5,351.2,6.85,0.563,0.265,6.18
980,980.0,45397.0,24.3,8.68,15.43,774.5,30.5,1.72,0.025,0.042,4.43
981,981.0,45397.0,23.5,8.59,25.84,2227.6,34.8,9.53,0.025,0.163,7.19
982,982.0,45397.0,18.9,8.19,9.56,1034.5,32.1,2.94,0.188,0.039,6.59
983,983.0,45397.0,12.4,8.19,7.13,728.1,13.0,1.42,0.025,0.1,5.5
984,984.0,45397.0,21.8,8.09,10.51,1094.6,19.4,3.45,0.025,0.129,6.2
985,985.0,45397.0,17.8,8.72,15.24,567.4,4.7,2.03,0.025,0.045,3.72
986,986.0,45397.0,15.8,8.34,9.13,486.5,29.4,0.89,0.025,0.018,4.57
987,987.0,45397.0,16.4,8.69,12.59,855.9,9.6,2.07,0.025,0.025,3.19
988,988.0,45397.0,22.5,8.55,11.16,1593.2,25.4,3.83,0.044,0.075,4.76
990,990.0,45397.0,18.6,8.64,11.43,578.1,19.5,1.64,0.025,0.067,3.77
991,991.0,45397.0,25.0,8.74,14.04,620.7,1.9,1.59,0.025,0.005,4.61
992,992.0,45397.0,15.9,8.54,8.66,1149.1,5.9,3.68,0.025,0.054,3.13
993,993.0,45397.0,20.7,9.06,11.51,761.1,37.1,2.52,0.025,0.06,2.14
994,994.0,45397.0,21.9,8.83,10.6,1018.0,15.3,2.6,0.025,0.11,4.53
995,995.0,45397.0,10.1,8.29,10.2,585.3,2.9,1.57,0.025,0.005,2.05
996,996.0,45397.0,21.6,8.08,8.76,1169.5,29.8,5.27,0.601,0.149,4.91
997,997.0,45397.0,15.2,8.42,8.76,1011.1,1041.0,3.21,0.051,0.01,2.14
998,998.0,45397.0,16.1,8.21,9.92,1060.0,521.5,3.11,0.052,0.057,2.77
999,999.0,45398.0,15.8,8.23,9.25,1996.5,57.4,8.87,0.251,0.144,1.81
1000,1000.0,45398.0,16.3,8.32,9.22,1073.3,364.1,3.01,0.025,0.068,2.01
1001,1001.0,45398.0,3.5,7.46,11.82,95.0,8.8,1.97,0.025,0.027,1.03
1002,1002.0,45398.0,9.2,7.75,13.13,82.9,4.3,2.5,0.025,0.016,0.77
1003,1003.0,45398.0,16.8,8.59,10.81,1068.4,236.8,1.89,0.025,0.049,2.86
1005,1005.0,45398.0,15.7,8.67,10.13,842.9,86.5,2.28,0.025,0.033,2.34
1006,1006.0,45398.0,17.6,8.49,9.32,772.6,25.4,2.07,0.025,0.012,4.6
1007,1007.0,45398.0,2.4,6.55,11.37,126.5,101.4,11.58,0.404,0.427,4.2
1009,1009.0,45398.0,20.9,8.55,9.38,1004.8,140.0,2.15,0.199,0.031,2.75
1010,1010.0,45398.0,19.6,8.19,10.34,972.6,51.5,11.31,0.333,0.211,7.19
1011,1011.0,45398.0,15.2,7.68,9.77,739.6,8.9,5.06,0.059,0.1,4.46
1012,1012.0,45398.0,14.0,8.03,8.57,708.5,13.8,3.68,0.04,0.054,3.3
1013,1013.0,45398.0,14.0,8.09,12.94,798.5,6.6,3.81,0.025,0.043,6.4
1014,1014.0,45398.0,14.0,8.6,9.62,616.8,28.9,8.02,0.044,0.082,3.46
1015,1015.0,45398.0,14.4,8.77,8.84,579.6,81.0,8.04,0.025,0.085,3.36
1016,1016.0,45398.0,14.2,8.02,13.5,580.0,0.6,2.24,0.039,0.019,0.47
1017,1017.0,45398.0,13.9,8.09,10.52,286.7,5.5,1.02,0.025,0.014,2.21
1018,1018.0,45398.0,16.1,8.8,13.53,506.7,18.6,3.34,0.069,0.065,2.48
1019,1019.0,45398.0,19.0,8.72,13.2,531.0,32.0,3.8,0.025,0.041,3.95
1020,1020.0,45398.0,12.7,7.96,9.4,816.4,4.2,2.24,0.08,0.047,4.37
1021,1021.0,45398.0,11.0,7.57,12.1,132.3,3.3,1.93,0.028,0.016,1.99
1022,1022.0,45398.0,13.8,9.08,10.48,261.2,5.3,1.5,0.029,0.034,2.67
1023,1023.0,45398.0,17.7,8.94,17.46,778.9,18.8,6.03,0.025,0.107,6.12
1024,1024.0,45398.0,13.4,8.44,9.63,763.9,9.5,4.0,0.475,0.085,4.93
1025,1025.0,45398.0,12.0,8.04,11.95,323.8,3.6,1.44,0.043,0.03,2.65
1026,1026.0,45398.0,11.2,8.62,14.9,389.9,2.0,1.06,0.025,0.006,3.59
1027,1027.0,45398.0,15.8,8.8,13.49,653.3,59.4,4.41,0.196,0.1,5.78
1028,1028.0,45398.0,6.7,7.5,14.24,253.7,3.7,1.69,0.025,0.013,2.85
1029,1029.0,45398.0,14.5,8.54,13.2,546.4,11.7,1.56,0.074,0.031,5.11
1030,1030.0,45398.0,15.5,8.16,13.97,534.0,3.5,1.96,0.03,0.034,3.33
1031,1031.0,45398.0,13.9,8.92,13.45,285.9,6.4,0.79,0.03,0.005,3.83
1032,1032.0,45398.0,14.7,8.42,10.5,252.2,5.5,1.4,0.025,0.016,3.58
1033,1033.0,45398.0,12.8,8.86,12.2,290.6,7.5,2.47,0.025,0.012,4.42
1034,1034.0,45398.0,12.7,9.1,12.4,190.8,8.3,1.59,0.025,0.011,3.26
1035,1035.0,45398.0,15.8,8.36,12.08,299.2,10.5,0.98,0.025,0.016,2.62
1036,1036.0,45398.0,14.6,8.24,10.65,465.2,6.5,2.28,0.238,0.043,4.23
1037,1037.0,45398.0,11.3,8.34,14.54,333.8,2.0,0.81,0.025,0.01,5.28
1038,1038.0,45398.0,11.2,8.43,10.81,114.7,17.3,0.56,0.025,0.005,3.44
1039,1039.0,45398.0,9.4,7.57,10.26,159.3,3.1,1.54,0.025,0.015,1.9
1040,1040.0,45398.0,12.0,9.05,12.68,218.1,9.7,1.7,0.025,0.024,2.93
1041,1041.0,45398.0,12.4,7.3,11.98,506.4,2.3,0.39,0.081,0.01,3.45
1042,1042.0,45398.0,11.6,8.12,11.47,705.6,16.8,2.26,0.029,0.028,3.1
1043,1043.0,45398.0,15.6,8.35,9.38,882.8,23.0,2.91,0.025,0.042,5.77
1044,1044.0,45398.0,12.6,8.06,10.04,812.6,21.6,3.71,0.75,0.079,5.53
1045,1045.0,45398.0,14.4,8.31,9.81,681.2,19.0,2.99,0.025,0.047,7.0
1046,1046.0,45398.0,16.2,8.43,10.61,426.5,8.8,3.42,0.046,0.033,0.49
1047,1047.0,45398.0,12.0,8.37,8.32,1207.4,20.3,2.37,0.041,0.061,13.62
1048,1048.0,45398.0,7.0,7.46,4.75,1071.6,10.1,3.73,0.082,0.073,8.9
1050,1050.0,45398.0,15.9,8.67,12.52,286.4,4.8,1.02,0.03,0.016,5.1
1051,1051.0,45398.0,16.1,7.9,9.55,245.8,5.3,2.06,0.025,0.017,1.12
1052,1052.0,45398.0,16.4,8.04,10.3,251.6,6.2,2.06,0.103,0.02,1.34
1053,1053.0,45398.0,16.4,8.19,11.19,248.5,8.5,2.06,0.103,0.02,1.34
1054,1054.0,45398.0,16.1,8.06,10.5,249.0,6.9,2.2,0.141,0.026,1.42
1055,1055.0,45398.0,16.0,7.84,9.4,250.3,5.7,2.16,0.271,0.031,1.53
1056,1056.0,45398.0,16.0,7.85,9.34,246.3,4.7,2.16,0.271,0.031,1.53
1057,1057.0,45398.0,16.0,7.89,9.48,245.6,5.0,2.05,0.057,0.021,1.25
1058,1058.0,45398.0,16.0,8.02,10.18,247.2,6.7,1.9,0.025,0.018,1.13
1059,1059.0,45398.0,16.1,8.2,11.02,243.6,12.7,1.98,0.025,0.019,1.19
1060,1060.0,45398.0,15.9,8.12,10.52,244.4,6.5,2.11,0.025,0.02,1.21
1061,1061.0,45398.0,15.8,7.88,9.41,247.4,5.2,2.12,0.064,0.021,1.26
1062,1062.0,45398.0,15.8,7.82,9.19,246.0,4.7,2.12,0.064,0.021,1.26
1063,1063.0,45398.0,15.6,7.88,9.34,246.2,4.9,1.96,0.025,0.018,1.15
1064,1064.0,45398.0,16.1,7.98,10.15,248.7,15.6,1.92,0.025,0.015,1.11
1065,1065.0,45398.0,16.8,8.17,11.22,247.8,15.8,2.39,0.025,0.022,1.28
1066,1066.0,45398.0,16.5,8.03,10.58,246.2,8.9,2.42,0.025,0.025,1.31
1067,1067.0,45398.0,16.0,7.76,9.3,249.4,4.6,2.26,0.088,0.025,1.34
1068,1068.0,45398.0,15.7,7.71,9.06,248.3,5.0,2.26,0.088,0.025,1.34
1070,1070.0,45398.0,15.6,7.78,9.4,247.8,4.8,2.01,0.025,0.016,1.12
1071,1071.0,45398.0,16.8,8.09,11.52,244.8,16.4,2.36,0.025,0.016,1.24
1072,1072.0,45398.0,16.5,7.94,10.7,246.6,8.8,2.32,0.025,0.021,1.21
1073,1073.0,45398.0,16.0,7.69,9.46,245.1,5.8,2.15,0.025,0.018,1.21
1074,1074.0,45398.0,15.9,7.63,9.13,246.1,5.2,2.15,0.025,0.018,1.21
1075,1075.0,45398.0,15.7,7.68,9.31,247.2,6.0,1.91,0.025,0.017,1.12
1076,1076.0,45398.0,16.1,7.87,10.49,249.2,14.8,1.91,0.025,0.014,1.09
1077,1077.0,45398.0,16.2,8.09,11.5,242.8,14.0,2.55,0.025,0.02,1.28
1078,1078.0,45398.0,15.8,7.98,10.58,257.3,8.0,2.25,0.025,0.016,1.08
1079,1079.0,45398.0,17.4,7.43,4.96,1226.8,3.1,4.04,0.052,0.072,11.48
1080,1080.0,45398.0,17.9,7.72,6.94,1224.6,2.4,3.84,0.044,0.073,11.83
1081,1081.0,45398.0,17.9,7.72,6.94,1224.6,2.4,3.84,0.044,0.073,11.83
1082,1082.0,45398.0,18.4,7.9,7.34,1218.3,3.6,3.97,0.045,0.089,11.82
1083,1083.0,45398.0,18.3,7.69,6.17,1226.0,3.1,4.15,0.047,0.085,11.66
1084,1084.0,45398.0,17.9,7.47,4.89,1233.8,3.0,4.11,0.058,0.085,12.03
1085,1085.0,45398.0,17.8,7.42,4.6,1229.3,3.8,4.01,0.064,0.085,11.33
1086,1086.0,45398.0,17.6,7.43,4.94,1222.7,3.6,3.55,0.057,0.084,11.75
1087,1087.0,45398.0,17.9,7.63,6.21,1212.7,2.7,3.79,0.054,0.087,12.02
1088,1088.0,45398.0,18.4,7.92,7.28,1202.2,2.6,3.81,0.045,0.093,12.26
1089,1089.0,45398.0,18.4,7.76,6.34,1198.8,3.0,3.84,0.048,0.091,12.37
1090,1090.0,45398.0,18.0,7.53,5.27,1197.1,3.2,3.83,0.052,0.084,11.3
1091,1091.0,45398.0,17.6,7.44,4.71,1197.0,3.7,3.97,0.059,0.08,10.99
1094,1094.0,45398.0,19.3,8.21,7.9,1182.5,2.6,3.69,0.042,0.089,12.93
1095,1095.0,45398.0,19.3,7.92,6.78,1184.1,3.3,3.68,0.043,0.084,12.54
1096,1096.0,45398.0,18.2,7.54,5.4,1185.7,3.4,3.78,0.046,0.085,10.97
1099,1099.0,45398.0,19.5,8.19,8.05,1176.3,2.7,3.72,0.042,0.075,11.24
1100,1100.0,45398.0,19.5,7.91,6.73,1179.4,3.7,3.95,0.043,0.086,12.07
1101,1101.0,45398.0,18.2,7.55,5.31,1185.6,3.5,3.88,0.043,0.084,12.41
1102,1102.0,45398.0,17.2,7.43,4.74,1188.5,3.9,3.88,0.043,0.084,12.41
1103,1103.0,45398.0,16.9,7.48,5.34,1190.3,2.9,4.04,0.047,0.074,11.68
1104,1104.0,45398.0,17.6,7.86,7.05,1184.6,2.3,3.75,0.044,0.072,11.34
1105,1105.0,45398.0,18.3,8.08,8.0,1181.3,2.7,3.68,0.042,0.068,11.51
1106,1106.0,45398.0,18.3,7.82,6.73,1177.7,3.3,3.93,0.042,0.078,12.29
1107,1107.0,45398.0,14.6,7.75,5.7,731.2,36.4,5.54,0.139,0.084,4.46
1108,1108.0,45398.0,14.5,7.73,5.5,730.9,35.3,5.67,0.154,0.086,4.38
1109,1109.0,45398.0,14.7,7.8,6.73,730.8,25.4,5.67,0.154,0.086,4.38
1110,1110.0,45398.0,14.5,7.74,5.63,728.8,24.4,5.62,0.118,0.072,4.28
1111,1111.0,45398.0,14.7,7.79,6.69,727.6,22.4,5.81,0.139,0.08,4.3
1112,1112.0,45398.0,14.8,7.83,6.93,727.8,13.9,5.81,0.139,0.08,4.3
1113,1113.0,45398.0,14.7,7.8,6.54,727.6,18.2,5.43,0.081,0.067,4.21
1114,1114.0,45398.0,14.8,7.78,6.41,725.2,33.2,5.4,0.096,0.067,4.29
1115,1115.0,45398.0,14.7,7.71,5.18,724.2,23.5,5.56,0.134,0.075,4.44
1116,1116.0,45398.0,14.9,7.74,5.72,726.1,17.9,5.26,0.151,0.075,4.18
1117,1117.0,45398.0,15.2,7.77,6.35,726.4,22.1,5.3,0.121,0.066,4.21
1118,1118.0,45398.0,15.0,7.74,5.95,727.0,13.7,5.3,0.121,0.066,4.21
1119,1119.0,45398.0,14.8,7.71,5.44,727.3,16.7,5.13,0.116,0.068,4.32
1120,1120.0,45398.0,14.8,7.69,5.03,724.0,14.6,5.09,0.127,0.063,4.29
1121,1121.0,45398.0,15.0,7.75,5.94,725.7,12.9,4.93,0.154,0.06,4.12
1122,1122.0,45398.0,15.2,7.73,6.07,729.0,13.7,4.93,0.139,0.059,4.07
1123,1123.0,45398.0,15.1,7.74,5.93,739.6,12.0,5.18,0.132,0.071,4.18
1124,1124.0,45398.0,14.9,7.73,5.8,745.7,11.6,5.18,0.132,0.071,4.18
1126,1126.0,45398.0,14.8,7.72,5.63,750.4,12.4,4.96,0.118,0.064,4.28
1127,1127.0,45398.0,15.2,7.74,5.96,750.0,12.9,4.97,0.152,0.067,4.21
1128,1128.0,45398.0,15.0,7.68,5.04,749.4,12.6,4.96,0.126,0.057,4.1
1129,1129.0,45398.0,14.9,7.65,4.48,750.9,14.4,4.91,0.144,0.061,4.06
1130,1130.0,45398.0,14.8,7.75,5.98,763.2,10.6,4.91,0.144,0.061,4.06
1131,1131.0,45398.0,14.5,7.72,5.68,765.1,10.7,4.9,0.101,0.056,4.17
1132,1132.0,45398.0,15.0,7.78,6.96,769.7,31.8,5.11,0.101,0.053,4.17
1133,1133.0,45398.0,15.7,7.88,7.81,773.3,14.4,5.3,0.111,0.069,4.32
1134,1134.0,45398.0,15.3,7.79,6.73,772.5,13.1,5.08,0.086,0.048,4.19
1135,1135.0,45398.0,12.8,8.6,11.38,13527.5,10.9,7.17,0.159,0.089,3.19
1136,1136.0,45398.0,14.3,8.67,11.59,13087.1,13.0,8.23,0.153,0.088,3.15
1137,1137.0,45398.0,14.1,8.61,11.15,13035.2,12.8,8.23,0.153,0.088,3.15
1138,1138.0,45398.0,13.5,8.63,11.7,13562.9,14.3,8.18,0.166,0.08,3.15
1139,1139.0,45398.0,13.2,8.63,11.48,13613.2,11.8,8.08,0.151,0.082,3.14
1140,1140.0,45398.0,13.1,8.62,11.57,13613.4,13.9,8.08,0.151,0.082,3.14
1141,1141.0,45398.0,13.1,8.65,11.85,13430.2,13.8,7.56,0.125,0.091,3.02
1142,1142.0,45398.0,13.4,8.68,12.3,13233.8,15.5,8.14,0.094,0.082,3.07
1143,1143.0,45398.0,14.5,8.81,12.93,12376.9,18.4,8.44,0.131,0.078,3.15
1144,1144.0,45398.0,14.2,8.74,12.05,12002.8,16.0,9.64,0.06,0.125,3.2
1145,1145.0,45398.0,14.2,8.75,12.19,11882.6,17.0,8.43,0.09,0.11,3.15
1146,1146.0,45398.0,14.0,8.8,12.83,11522.4,18.2,8.43,0.09,0.11,3.15
1147,1147.0,45398.0,14.0,8.72,12.09,11441.8,18.4,8.63,0.087,0.131,3.28
1148,1148.0,45398.0,14.2,8.75,12.42,11593.2,18.9,8.23,0.106,0.119,3.14
1149,1149.0,45398.0,14.8,8.82,12.84,11402.4,21.1,8.88,0.117,0.116,3.17
1150,1150.0,45398.0,14.7,8.8,12.09,11688.3,22.3,8.86,0.099,0.116,3.14
1151,1151.0,45398.0,14.2,8.75,11.81,11777.9,22.3,8.98,0.083,0.126,3.13
1152,1152.0,45398.0,13.8,8.78,11.71,11523.0,23.5,8.98,0.083,0.126,3.13
1153,1153.0,45398.0,13.8,8.78,11.71,11523.0,23.5,9.07,0.112,0.13,3.11
1154,1154.0,45398.0,13.8,8.79,12.13,11531.1,23.9,9.08,0.112,0.13,3.11
1155,1155.0,45398.0,17.2,8.81,11.95,11230.0,31.8,10.38,0.126,0.168,3.54
1156,1156.0,45398.0,16.1,8.81,12.46,11286.0,28.4,10.27,0.128,0.145,3.3
1157,1157.0,45398.0,15.8,8.81,11.93,11100.4,27.2,23.53,0.164,0.133,3.17
1158,1158.0,45398.0,15.4,8.77,11.82,11014.2,27.5,23.53,0.164,0.133,3.17
1159,1159.0,45398.0,15.3,8.77,12.29,11079.4,27.2,9.15,0.104,0.147,3.15
1160,1160.0,45398.0,16.2,8.79,11.91,11028.1,31.0,9.49,0.216,0.136,3.26
1161,1161.0,45398.0,16.3,8.81,11.96,10932.2,32.5,9.75,0.152,0.13,3.19
1162,1162.0,45398.0,15.8,8.75,12.14,11047.7,31.4,10.67,0.157,0.141,3.22
1163,1163.0,45398.0,13.5,8.28,7.75,1700.8,20.5,5.94,0.1,0.076,1.28
1164,1164.0,45398.0,14.0,8.45,9.54,1655.3,20.5,6.6,0.073,0.077,1.43
1165,1165.0,45398.0,14.4,8.45,9.38,1669.2,21.1,6.6,0.073,0.077,1.43
1166,1166.0,45398.0,14.1,8.44,9.26,1640.2,18.8,6.34,0.085,0.07,1.19
1167,1167.0,45398.0,13.7,8.39,8.7,1658.7,19.5,5.97,0.073,0.066,1.17
1168,1168.0,45398.0,13.6,8.46,9.3,1449.3,14.6,5.97,0.073,0.066,1.17
1169,1169.0,45398.0,13.5,8.41,8.81,1497.6,18.3,5.39,0.033,0.068,1.12
1170,1170.0,45398.0,13.7,8.54,10.37,1475.6,16.5,5.73,0.034,0.066,1.15
1171,1171.0,45398.0,13.7,8.45,9.27,1575.0,20.3,6.55,0.025,0.074,1.23
1172,1172.0,45398.0,13.6,8.33,8.12,1648.4,19.6,5.89,0.046,0.066,1.08
1173,1173.0,45398.0,13.5,8.34,8.37,1612.9,15.0,5.42,0.083,0.066,1.11
1174,1174.0,45398.0,13.2,8.39,8.82,1570.3,17.5,5.42,0.083,0.066,1.11
1175,1175.0,45398.0,13.1,8.31,8.18,1648.2,22.8,5.49,0.068,0.07,1.13
1176,1176.0,45398.0,13.5,8.21,7.0,1815.7,24.7,5.69,0.101,0.075,1.16
1177,1177.0,45398.0,14.1,8.34,8.16,1696.9,23.0,5.64,0.219,0.074,1.27
1178,1178.0,45398.0,14.1,8.38,8.53,1669.7,21.6,5.84,0.161,0.071,1.21
1179,1179.0,45398.0,13.6,8.36,8.45,1692.3,19.7,5.72,0.14,0.068,1.13
1180,1180.0,45398.0,13.2,8.35,8.48,1666.5,18.4,5.72,0.14,0.068,1.13
1181,1181.0,45398.0,13.2,8.35,8.48,1666.5,18.4,5.22,0.112,0.076,1.1
1182,1182.0,45398.0,13.0,8.36,8.65,1672.7,18.6,5.22,0.112,0.076,1.1
1183,1183.0,45398.0,16.0,8.6,10.86,1351.8,17.7,5.18,0.057,0.06,1.09
1184,1184.0,45398.0,15.9,8.59,10.73,1380.8,23.4,5.13,0.032,0.059,1.04
1185,1185.0,45398.0,15.0,8.62,10.51,1317.9,20.4,5.38,0.034,0.063,0.96
1186,1186.0,45398.0,14.6,8.59,10.37,1327.4,21.2,5.38,0.034,0.063,0.96
1187,1187.0,45398.0,14.4,8.58,10.35,1350.3,22.5,5.38,0.025,0.071,0.99
1188,1188.0,45398.0,15.5,8.63,10.96,1325.4,23.5,5.15,0.025,0.063,0.99
1189,1189.0,45398.0,15.6,8.67,10.98,1294.7,24.6,5.57,0.025,0.065,1.04
1190,1190.0,45398.0,15.2,8.65,10.68,1328.8,24.0,5.84,0.025,0.066,1.03
1191,1191.0,45398.0,17.6,7.75,13.06,864.9,19.0,2.81,0.087,0.053,8.82
1192,1192.0,45398.0,18.2,7.77,13.59,865.3,17.8,2.43,0.079,0.051,8.66
1193,1193.0,45398.0,18.4,7.86,15.05,886.8,31.1,2.43,0.079,0.051,8.66
1194,1194.0,45398.0,18.4,7.96,16.9,900.2,57.3,2.35,0.087,0.052,8.35
1195,1195.0,45398.0,18.3,8.02,17.32,915.0,67.1,2.61,0.08,0.052,8.35
1196,1196.0,45398.0,17.8,7.81,13.96,913.0,13.2,2.61,0.08,0.052,8.35
1197,1197.0,45398.0,17.3,7.62,10.62,904.3,7.8,2.65,0.083,0.059,8.82
1198,1198.0,45398.0,17.5,7.73,12.74,904.3,10.9,2.45,0.089,0.05,8.63
1199,1199.0,45423.0,22.8,7.7,7.81,428.5,6.6,2.06,0.041,0.038,3.03
1200,1200.0,45423.0,23.1,8.71,9.37,1056.0,6.2,3.22,0.025,0.026,2.03
1201,1201.0,45423.0,24.0,7.15,8.61,831.1,13.5,5.47,0.073,0.065,4.16
1202,1202.0,45423.0,23.5,7.89,8.64,843.4,2.9,4.34,0.049,0.073,6.3
1203,1203.0,45423.0,22.3,7.66,9.3,1222.7,12.7,3.81,0.038,0.065,9.53
1204,1204.0,45423.0,23.7,8.29,9.74,1071.2,76.5,4.09,0.046,0.045,1.81
1206,1206.0,45423.0,23.3,7.64,9.42,437.1,21.1,1.93,0.062,0.037,3.67
1207,1207.0,45423.0,24.3,7.86,8.57,967.3,16.3,5.64,0.025,0.068,3.16
1208,1208.0,45423.0,23.0,7.58,7.31,1234.9,57.0,3.24,0.173,0.042,6.46
1209,1209.0,45423.0,25.5,9.71,18.79,1086.0,12.9,6.62,0.05,0.403,3.06
1210,1210.0,45423.0,25.9,8.26,9.98,1179.8,16.6,4.82,0.147,0.179,4.85
1211,1211.0,45423.0,21.9,8.55,9.96,428.7,5.0,2.64,0.025,0.005,0.98
1212,1212.0,45423.0,22.9,8.07,8.84,695.6,33.0,5.96,0.5,0.16,3.91
1213,1213.0,45423.0,19.1,8.54,10.99,436.2,3.6,2.46,0.025,0.005,1.24
1214,1214.0,45423.0,19.3,8.35,10.11,465.7,6.5,1.59,0.025,0.005,2.81
1215,1215.0,45423.0,22.7,8.15,14.69,543.6,3.3,0.82,0.025,0.005,3.47
1216,1216.0,45423.0,22.2,8.5,14.39,586.8,8.4,3.29,0.025,0.04,1.86
1217,1217.0,45423.0,16.1,8.3,10.78,580.7,49.2,0.89,0.025,0.03,10.41
1218,1218.0,45423.0,22.6,8.01,7.13,651.0,12.8,3.77,0.062,0.06,1.0
1219,1219.0,45423.0,22.9,8.26,11.14,734.3,9.1,3.44,0.033,0.037,1.14
1220,1220.0,45423.0,24.0,8.54,15.96,1052.4,8.6,3.43,0.045,0.058,1.11
1221,1221.0,45423.0,22.4,8.41,11.57,766.1,5.7,3.3,0.082,0.045,1.13
1222,1222.0,45423.0,22.6,8.24,8.6,286.1,1.2,1.61,0.025,0.005,1.1
1223,1223.0,45423.0,22.3,8.81,16.74,2576.0,11.5,4.29,0.043,0.077,1.5
1224,1224.0,45423.0,23.2,8.24,8.55,271.7,5.4,2.0,0.025,0.005,0.9
1225,1225.0,45423.0,23.2,8.41,13.2,956.4,13.3,7.0,0.124,0.091,4.46
1226,1226.0,45423.0,23.0,8.88,9.7,948.9,12.9,5.53,0.121,0.006,2.18
